Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00   10361/28923       int const& std::__detail::_Identity::operator()<int const&>(int const&) const [209]
                0.00    0.00   10361/10361       std::__detail::_Hashtable_base<int, int, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, true, true> >::_S_equals(unsigned long, std::__detail::_Hash_node_code_cache<false> const&) [568]
                0.00    0.00   10361/10361       std::__detail::_Hashtable_base<int, int, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, true, true> >::_M_eq() const [567]
                0.00    0.00   10361/22708       std::__detail::_Hash_node_value_base<int>::_M_v() const [496]
                0.00    0.00   10361/8421191     std::equal_to<int>::operator()(int const&, int const&) const [285]
-----------------------------------------------
                0.00    0.00    1014/1014        void std::allocator_traits<std::allocator<std::__detail::_Hash_node<std::pair<int const, BFS_Tree>, false> > >::construct<std::pair<int const, BFS_Tree>, std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::allocator<std::__detail::_Hash_node<std::pair<int const, BFS_Tree>, false> >&, std::pair<int const, BFS_Tree>*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [233]
[237]    0.0    0.00    0.00    1014         void __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<int const, BFS_Tree>, false> >::construct<std::pair<int const, BFS_Tree>, std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::pair<int const, BFS_Tree>*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [237]
                0.00    0.00    1014/1014        std::pair<int const, BFS_Tree>::pair<int const&>(std::piecewise_construct_t, std::tuple<int const&>, std::tuple<>) [240]
                0.00    0.00    1014/4702371     std::tuple<int const&>&& std::forward<std::tuple<int const&> >(std::remove_reference<std::tuple<int const&> >::type&) [52]
                0.00    0.00    1014/4702385     std::tuple<>&& std::forward<std::tuple<> >(std::remove_reference<std::tuple<> >::type&) [90]
                0.00    0.00    1014/4702360     std::piecewise_construct_t const& std::forward<std::piecewise_construct_t const&>(std::remove_reference<std::piecewise_construct_t const&>::type&) [288]
                0.00    0.00    1014/1173692     std::tuple<int const&>::tuple(std::tuple<int const&>&&) [320]
                0.00    0.00    1014/3512296     operator new(unsigned long, void*) [291]
-----------------------------------------------
                0.00    0.00    2643/2643        std::_Rb_tree_node<int>* std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_create_node<int const&>(int const&) [235]
[238]    0.0    0.00    0.00    2643         void std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_construct_node<int const&>(std::_Rb_tree_node<int>*, int const&) [238]
                0.00    0.00    2643/2643        void std::allocator_traits<std::allocator<std::_Rb_tree_node<int> > >::construct<int, int const&>(std::allocator<std::_Rb_tree_node<int> >&, int*, int const&) [250]
                0.00    0.00    2643/3502352     int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [73]
                0.00    0.00    2643/3512296     operator new(unsigned long, void*) [291]
                0.00    0.00    2643/21144       std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_get_Node_allocator() [500]
                0.00    0.00    2643/10572       std::_Rb_tree_node<int>::_M_valptr() [565]
-----------------------------------------------
                0.00    0.00    9012/9012        void std::allocator_traits<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::construct<std::pair<int const, int>, std::pair<int const, int> const&>(std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >&, std::pair<int const, int>*, std::pair<int const, int> const&) [228]
[239]    0.0    0.00    0.00    9012         void __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >::construct<std::pair<int const, int>, std::pair<int const, int> const&>(std::pair<int const, int>*, std::pair<int const, int> const&) [239]
                0.00    0.00    9012/8908325     std::pair<int const, int> const& std::forward<std::pair<int const, int> const&>(std::remove_reference<std::pair<int const, int> const&>::type&) [50]
                0.00    0.00    9012/3512296     operator new(unsigned long, void*) [291]
-----------------------------------------------
                0.00    0.00    1014/1014        void __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<int const, BFS_Tree>, false> >::construct<std::pair<int const, BFS_Tree>, std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::pair<int const, BFS_Tree>*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [237]
[240]    0.0    0.00    0.00    1014         std::pair<int const, BFS_Tree>::pair<int const&>(std::piecewise_construct_t, std::tuple<int const&>, std::tuple<>) [240]
                0.00    0.00    1014/1014        std::pair<int const, BFS_Tree>::pair<int const&, 0ul>(std::tuple<int const&>&, std::tuple<>&, std::_Index_tuple<0ul>, std::_Index_tuple<>) [241]
-----------------------------------------------
                0.00    0.00    1014/1014        std::pair<int const, BFS_Tree>::pair<int const&>(std::piecewise_construct_t, std::tuple<int const&>, std::tuple<>) [240]
[241]    0.0    0.00    0.00    1014         std::pair<int const, BFS_Tree>::pair<int const&, 0ul>(std::tuple<int const&>&, std::tuple<>&, std::_Index_tuple<0ul>, std::_Index_tuple<>) [241]
                0.00    0.00    1014/1173675     std::tuple_element<0ul, std::tuple<int const&> >::type& std::get<0ul, int const&>(std::tuple<int const&>&) [53]
                0.00    0.00    1014/3502352     int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [73]
                0.00    0.00    1014/2513        BFS_Tree::BFS_Tree() [848]
-----------------------------------------------
                0.00    0.00    1026/3715        std::_Hashtable<int, std::pair<int const, BFS_Tree>, std::allocator<std::pair<int const, BFS_Tree> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_rehash_aux(unsigned long, std::integral_constant<bool, true>) [264]
                0.00    0.00    2689/3715        std::_Hashtable<int, std::pair<int const, BFS_Tree>, std::allocator<std::pair<int const, BFS_Tree> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_bucket_index(std::__detail::_Hash_node_value<std::pair<int const, BFS_Tree>, false> const&) const [251]
[242]    0.0    0.00    0.00    3715         std::__detail::_Hash_code_base<int, std::pair<int const, BFS_Tree>, std::__detail::_Select1st, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::__detail::_Hash_node_value<std::pair<int const, BFS_Tree>, false> const&, unsigned long) const [242]
                0.00    0.00    3715/13076909     std::__detail::_Mod_range_hashing::operator()(unsigned long, unsigned long) const [30]
                0.00    0.00    3715/7242        std::__detail::_Hash_code_base<int, std::pair<int const, BFS_Tree>, std::__detail::_Select1st, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_hash_code(int const&) const [249]
                0.00    0.00    3715/7404        decltype ((get<0>)((forward<std::pair<int const, BFS_Tree> const&>)({parm#1}))) std::__detail::_Select1st::operator()<std::pair<int const, BFS_Tree> const&>(std::pair<int const, BFS_Tree> const&) const [608]
                0.00    0.00    3715/7404        std::__detail::_Hash_node_value_base<std::pair<int const, BFS_Tree> >::_M_v() const [609]
-----------------------------------------------
                0.00    0.00    1261/1261        std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_rehash(unsigned long, unsigned long const&) [244]
[243]    0.0    0.00    0.00    1261         std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_rehash_aux(unsigned long, std::integral_constant<bool, true>) [243]
                0.00    0.00    2201/12347       std::__detail::_Hash_code_base<int, int, std::__detail::_Identity, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::__detail::_Hash_node_value<int, false> const&, unsigned long) const [202]
                0.00    0.00    2201/27522       std::__detail::_Hash_node<int, false>::_M_next() const [467]
                0.00    0.00    1261/1261        std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_allocate_buckets(unsigned long) [893]
                0.00    0.00    1261/7371        std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_begin() const [612]
                0.00    0.00    1261/4074        std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_deallocate_buckets() [714]
-----------------------------------------------
                0.00    0.00    1261/1261        std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<int, false>*, unsigned long) [71]
[244]    0.0    0.00    0.00    1261         std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_rehash(unsigned long, unsigned long const&) [244]
                0.00    0.00    1261/1261        std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_rehash_aux(unsigned long, std::integral_constant<bool, true>) [243]
-----------------------------------------------
                0.00    0.00    6215/6215        void std::allocator_traits<std::allocator<std::__detail::_Hash_node<int, false> > >::construct<int, int const&>(std::allocator<std::__detail::_Hash_node<int, false> >&, int*, int const&) [232]
[245]    0.0    0.00    0.00    6215         void __gnu_cxx::new_allocator<std::__detail::_Hash_node<int, false> >::construct<int, int const&>(int*, int const&) [245]
                0.00    0.00    6215/3502352     int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [73]
                0.00    0.00    6215/3512296     operator new(unsigned long, void*) [291]
-----------------------------------------------
                0.00    0.00    1014/1014        std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >::erase(int const&) [248]
[246]    0.0    0.00    0.00    1014         std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::erase(int const&) [246]
                0.00    0.00    1014/1014        std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_erase(std::integral_constant<bool, true>, int const&) [247]
-----------------------------------------------
                0.00    0.00    1014/1014        std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::erase(int const&) [246]
[247]    0.0    0.00    0.00    1014         std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_erase(std::integral_constant<bool, true>, int const&) [247]
                0.00    0.00    1014/1014        std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_erase(unsigned long, std::__detail::_Hash_node_base*, std::__detail::_Hash_node<int, false>*) [258]
                0.00    0.00    1014/19021       std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_find_before_node(unsigned long, int const&, unsigned long) const [210]
                0.00    0.00    1014/20282       std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_bucket_index(unsigned long) const [219]
                0.00    0.00    1014/31368       std::__detail::_Hash_code_base<int, int, std::__detail::_Identity, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_hash_code(int const&) const [213]
-----------------------------------------------
                0.00    0.00    1014/1014        seed_selection_algorithm(std::vector<Seed, std::allocator<Seed> > const&) [67]
[248]    0.0    0.00    0.00    1014         std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >::erase(int const&) [248]
                0.00    0.00    1014/1014        std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::erase(int const&) [246]
-----------------------------------------------
                0.00    0.00    1014/7242        std::_Hashtable<int, std::pair<int const, BFS_Tree>, std::allocator<std::pair<int const, BFS_Tree> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_erase(std::integral_constant<bool, true>, int const&) [155]
                0.00    0.00    2513/7242        std::__detail::_Map_base<int, std::pair<int const, BFS_Tree>, std::allocator<std::pair<int const, BFS_Tree> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[](int const&) [212]
                0.00    0.00    3715/7242        std::__detail::_Hash_code_base<int, std::pair<int const, BFS_Tree>, std::__detail::_Select1st, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::__detail::_Hash_node_value<std::pair<int const, BFS_Tree>, false> const&, unsigned long) const [242]
[249]    0.0    0.00    0.00    7242         std::__detail::_Hash_code_base<int, std::pair<int const, BFS_Tree>, std::__detail::_Select1st, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_hash_code(int const&) const [249]
                0.00    0.00    7242/7242        std::__detail::_Hash_code_base<int, std::pair<int const, BFS_Tree>, std::__detail::_Select1st, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_hash() const [252]
                0.00    0.00    7242/13052795     std::hash<int>::operator()(int) const [82]
-----------------------------------------------
                0.00    0.00    2643/2643        void std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_construct_node<int const&>(std::_Rb_tree_node<int>*, int const&) [238]
[250]    0.0    0.00    0.00    2643         void std::allocator_traits<std::allocator<std::_Rb_tree_node<int> > >::construct<int, int const&>(std::allocator<std::_Rb_tree_node<int> >&, int*, int const&) [250]
                0.00    0.00    2643/3502352     int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [73]
                0.00    0.00    2643/2643        void __gnu_cxx::new_allocator<std::_Rb_tree_node<int> >::construct<int, int const&>(int*, int const&) [260]
-----------------------------------------------
                0.00    0.00     500/2689        std::_Hashtable<int, std::pair<int const, BFS_Tree>, std::allocator<std::pair<int const, BFS_Tree> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_bucket_begin(unsigned long, std::__detail::_Hash_node<std::pair<int const, BFS_Tree>, false>*) [269]
                0.00    0.00    1013/2689        std::_Hashtable<int, std::pair<int const, BFS_Tree>, std::allocator<std::pair<int const, BFS_Tree> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_erase(unsigned long, std::__detail::_Hash_node_base*, std::__detail::_Hash_node<std::pair<int const, BFS_Tree>, false>*) [157]
                0.00    0.00    1176/2689        std::_Hashtable<int, std::pair<int const, BFS_Tree>, std::allocator<std::pair<int const, BFS_Tree> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_find_before_node(unsigned long, int const&, unsigned long) const [261]
[251]    0.0    0.00    0.00    2689         std::_Hashtable<int, std::pair<int const, BFS_Tree>, std::allocator<std::pair<int const, BFS_Tree> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_bucket_index(std::__detail::_Hash_node_value<std::pair<int const, BFS_Tree>, false> const&) const [251]
                0.00    0.00    2689/3715        std::__detail::_Hash_code_base<int, std::pair<int const, BFS_Tree>, std::__detail::_Select1st, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::__detail::_Hash_node_value<std::pair<int const, BFS_Tree>, false> const&, unsigned long) const [242]
-----------------------------------------------
                0.00    0.00    7242/7242        std::__detail::_Hash_code_base<int, std::pair<int const, BFS_Tree>, std::__detail::_Select1st, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_hash_code(int const&) const [249]
[252]    0.0    0.00    0.00    7242         std::__detail::_Hash_code_base<int, std::pair<int const, BFS_Tree>, std::__detail::_Select1st, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_hash() const [252]
                0.00    0.00    7242/13052808     std::__detail::_Hashtable_ebo_helper<1, std::hash<int>, true>::_M_cget() const [49]
-----------------------------------------------
                0.00    0.00       7/3534        std::_Hashtable<int, std::pair<int const, BFS_Tree>, std::allocator<std::pair<int const, BFS_Tree> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<std::pair<int const, BFS_Tree>, false>*, unsigned long) [259]
                0.00    0.00    1014/3534        std::_Hashtable<int, std::pair<int const, BFS_Tree>, std::allocator<std::pair<int const, BFS_Tree> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_erase(std::integral_constant<bool, true>, int const&) [155]
                0.00    0.00    2513/3534        std::__detail::_Map_base<int, std::pair<int const, BFS_Tree>, std::allocator<std::pair<int const, BFS_Tree> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[](int const&) [212]
[253]    0.0    0.00    0.00    3534         std::_Hashtable<int, std::pair<int const, BFS_Tree>, std::allocator<std::pair<int const, BFS_Tree> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_bucket_index(unsigned long) const [253]
                0.00    0.00    3534/3534        std::__detail::_Hash_code_base<int, std::pair<int const, BFS_Tree>, std::__detail::_Select1st, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(unsigned long, unsigned long) const [254]
-----------------------------------------------
                0.00    0.00    3534/3534        std::_Hashtable<int, std::pair<int const, BFS_Tree>, std::allocator<std::pair<int const, BFS_Tree> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_bucket_index(unsigned long) const [253]
[254]    0.0    0.00    0.00    3534         std::__detail::_Hash_code_base<int, std::pair<int const, BFS_Tree>, std::__detail::_Select1st, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(unsigned long, unsigned long) const [254]
                0.00    0.00    3534/13076909     std::__detail::_Mod_range_hashing::operator()(unsigned long, unsigned long) const [30]
-----------------------------------------------
                0.00    0.00    2694/7200        extract_blackpath(BFS_Tree const&, std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> > const&) [126]
                0.00    0.00    4506/7200        compute_rank(BFS_Tree const&) [224]
[255]    0.0    0.00    0.00    7200         std::__detail::_Node_const_iterator<std::pair<int const, int>, false, false>::operator++() [255]
                0.00    0.00    7200/1070250     std::__detail::_Node_iterator_base<std::pair<int const, int>, false>::_M_incr() [139]
-----------------------------------------------
                0.00    0.00       1/1           process_partition(int, std::vector<DirectedEdge, std::allocator<DirectedEdge> > const&, std::map<int, int, std::less<int>, std::allocator<std::pair<int const, int> > >&, std::map<int, int, std::less<int>, std::allocator<std::pair<int const, int> > >&) [2]
[256]    0.0    0.00    0.00       1         load_interest(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [256]
                0.00    0.00      10/10          std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) [262]
                0.00    0.00      90/38025       std::vector<int, std::allocator<int> >::push_back(int const&) [151]
                0.00    0.00      10/1084883     std::unordered_map<int, std::vector<int, std::allocator<int> >, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> > > > >::operator[](int const&) [14]
                0.00    0.00      10/10          std::operator|(std::_Ios_Openmode, std::_Ios_Openmode) [996]
                0.00    0.00      10/8716        std::vector<int, std::allocator<int> >::vector() [583]
                0.00    0.00      10/93842       std::vector<int, std::allocator<int> >::size() const [392]
                0.00    0.00      10/11376       std::vector<int, std::allocator<int> >::~vector() [556]
-----------------------------------------------
                0.00    0.00    1014/1014        find_seed_candidates() [3]
[257]    0.0    0.00    0.00    1014         Seed& std::vector<Seed, std::allocator<Seed> >::emplace_back<int const&, double&>(int const&, double&) [257]
                0.00    0.00    1003/1014        void std::allocator_traits<std::allocator<Seed> >::construct<Seed, int const&, double&>(std::allocator<Seed>&, Seed*, int const&, double&) [263]
                0.00    0.00    1014/3502352     int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [73]
                0.00    0.00      11/11          void std::vector<Seed, std::allocator<Seed> >::_M_realloc_insert<int const&, double&>(__gnu_cxx::__normal_iterator<Seed*, std::vector<Seed, std::allocator<Seed> > >, int const&, double&) [276]
                0.00    0.00    1014/4518        double& std::forward<double&>(std::remove_reference<double&>::type&) [710]
                0.00    0.00    1014/1499        std::vector<Seed, std::allocator<Seed> >::back() [892]
                0.00    0.00      11/1520        std::vector<Seed, std::allocator<Seed> >::end() [884]
-----------------------------------------------
                0.00    0.00    1014/1014        std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_erase(std::integral_constant<bool, true>, int const&) [247]
[258]    0.0    0.00    0.00    1014         std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_erase(unsigned long, std::__detail::_Hash_node_base*, std::__detail::_Hash_node<int, false>*) [258]
                0.00    0.00    1013/10146       std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_bucket_index(std::__detail::_Hash_node_value<int, false> const&) const [208]
                0.00    0.00    2864/27522       std::__detail::_Hash_node<int, false>::_M_next() const [467]
                0.00    0.00    1014/6215        std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<int, false> > >::_M_deallocate_node(std::__detail::_Hash_node<int, false>*) [645]
                0.00    0.00    1014/13823       std::__detail::_Node_iterator<int, true, false>::_Node_iterator(std::__detail::_Hash_node<int, false>*) [528]
                0.00    0.00     837/837         std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_remove_bucket_begin(unsigned long, std::__detail::_Hash_node<int, false>*, unsigned long) [916]
-----------------------------------------------
                0.00    0.00    1014/1014        std::__detail::_Map_base<int, std::pair<int const, BFS_Tree>, std::allocator<std::pair<int const, BFS_Tree> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[](int const&) [212]
[259]    0.0    0.00    0.00    1014         std::_Hashtable<int, std::pair<int const, BFS_Tree>, std::allocator<std::pair<int const, BFS_Tree> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<std::pair<int const, BFS_Tree>, false>*, unsigned long) [259]
